id,year,sex,age,marital_status,degree,occ_prestige,num_children,op_working_mother,op_preschool,op_family,op_men_over_work,op_childcare,work_status,hours_worked,ever_worked
2690,2021,Male,1950-1959,Married,Graduate,39,2,Strongly Agree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2691,2021,Female,1990-1999,Married,High School,36,1,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2692,2021,Female,1960-1969,Never Married,Graduate,64,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2693,2021,Female,1970-1979,Divorced,Graduate,48,4,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2695,2021,Female,1990-1999,Never Married,High School,48,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2696,2021,Female,1950-1959,Married,High School,51,2,Agree,Disagree,Disagree,Agree,Too Little,Retired,More than 89,YES
2697,2021,Female,1980-1989,Married,Bachelors,53,3,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2698,2021,Male,1960-1969,Married,Bachelors,60,2,NA,NA,NA,NA,About Right,Working full time,60-69,Inapplicable
2699,2021,Male,1970-1979,Divorced,Associate/Junior College,45,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2700,2021,Female,1980-1989,Never Married,Associate/Junior College,64,2,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,30-39,Inapplicable
2701,2021,Female,1970-1979,Married,Bachelors,48,2,Agree,Disagree,Disagree,Disagree,About Right,Working full time,30-39,Inapplicable
2702,2021,Male,1960-1969,Divorced,High School,28,0,Strongly Agree,Disagree,Disagree,Agree,Too Much,Working full time,40-49,Inapplicable
2703,2021,Female,1940-1949,Widowed,Bachelors,74,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Too Little,Retired,More than 89,YES
2704,2021,Male,1980-1989,Married,Bachelors,51,1,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2705,2021,Male,1980-1989,Married,Bachelors,48,1,Agree,Disagree,Strongly Disagree,Disagree,Too Much,Working full time,40-49,Inapplicable
2706,2021,Female,Don't Know,Married,High School,45,0,Disagree,Agree,Disagree,Agree,Too Much,Retired,More than 89,YES
2707,2021,Female,1980-1989,Never Married,Graduate,60,1,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2708,2021,Female,1980-1989,Never Married,Bachelors,64,1,NA,NA,NA,NA,About Right,Retired,More than 89,YES
2709,2021,Male,1950-1959,Never Married,Associate/Junior College,28,6,Strongly Agree,Disagree,Strongly Agree,Disagree,Too Little,Keeping house,More than 89,YES
2710,2021,Female,1970-1979,Married,Bachelors,47,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2711,2021,Female,1940-1949,Widowed,Bachelors,47,1,Strongly Agree,Disagree,Disagree,Strongly Agree,About Right,Retired,More than 89,YES
2712,2021,Male,1950-1959,Married,High School,48,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2713,2021,Female,1980-1989,Married,Bachelors,57,2,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2714,2021,Female,Don't Know,Married,High School,36,2,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
2715,2021,Female,1990-1999,Married,Bachelors,33,0,NA,NA,NA,NA,About Right,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2716,2021,Female,Don't Know,Married,Associate/Junior College,49,0,Agree,Disagree,Disagree,Disagree,Too Much,Retired,More than 89,YES
2717,2021,Male,1960-1969,Married,Graduate,65,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2718,2021,Female,2000-2009,Never Married,High School,NA,0,Agree,Agree,Agree,Agree,Too Much,Keeping house,More than 89,NO
2719,2021,Male,1950-1959,Married,High School,32,3,Strongly Agree,Agree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2720,2021,Female,1950-1959,Divorced,High School,35,1,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2722,2021,Female,1950-1959,Married,Bachelors,54,4,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
2723,2021,Male,Don't Know,Married,Bachelors,45,3,Agree,Agree,Disagree,Agree,About Right,Working full time,60-69,Inapplicable
2725,2021,Female,1940-1949,Widowed,Bachelors,64,0,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2726,2021,Male,1980-1989,Married,Bachelors,45,2,Disagree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2727,2021,Female,1960-1969,Married,Bachelors,45,3,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
2728,2021,Male,Don't Know,Married,High School,35,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2729,2021,Female,1960-1969,Divorced,Less than High School,NA,4,Strongly Agree,Disagree,Disagree,Agree,Too Little,Keeping house,More than 89,NO
2731,2021,Male,1930-1939,Married,High School,40,2,Disagree,Agree,Agree,Agree,Too Little,Retired,More than 89,YES
2733,2021,Male,1940-1949,Married,High School,48,4,Disagree,Agree,Agree,Agree,Too Much,Retired,More than 89,YES
2734,2021,Female,1970-1979,Married,Bachelors,39,1,NA,NA,NA,NA,Too Little,Working full time,80-89,Inapplicable
2735,2021,Male,1980-1989,Divorced,Graduate,46,3,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2736,2021,Male,1950-1959,Married,Less than High School,27,0,Strongly Agree,Agree,Disagree,Strongly Agree,About Right,Retired,More than 89,YES
2737,2021,Male,1940-1949,Widowed,Graduate,66,4,Agree,Agree,Agree,Agree,About Right,Retired,More than 89,YES
2738,2021,Female,1950-1959,Married,High School,48,3,Agree,Agree,Agree,Agree,About Right,Working part time,10-19,Inapplicable
2739,2021,Male,1950-1959,Divorced,High School,35,2,Agree,Agree,Agree,Agree,About Right,Retired,More than 89,YES
2740,2021,Female,1940-1949,Widowed,High School,45,2,Agree,Agree,Disagree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
2741,2021,Male,1940-1949,Married,Bachelors,44,0,Disagree,Agree,Agree,Agree,About Right,Retired,More than 89,YES
2742,2021,Male,1940-1949,Divorced,Graduate,54,3,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working part time,0-9,Inapplicable
2743,2021,Male,1990-1999,Never Married,High School,51,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2744,2021,Female,1990-1999,Never Married,Associate/Junior College,48,1,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working part time,More than 89,Inapplicable
2745,2021,Male,1990-1999,Never Married,High School,24,2,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2746,2021,Female,1960-1969,Married,High School,39,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Too Little,Working full time,40-49,Inapplicable
2747,2021,Female,1970-1979,Divorced,Bachelors,56,3,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,60-69,Inapplicable
2748,2021,Male,1980-1989,Never Married,Less than High School,25,0,Agree,Agree,Disagree,Disagree,About Right,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2749,2021,Male,1980-1989,Divorced,Graduate,NA,0,Agree,Disagree,Strongly Disagree,Strongly Agree,Too Little,Working full time,40-49,Inapplicable
2750,2021,Female,1950-1959,Married,High School,53,2,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2751,2021,Female,1990-1999,Married,High School,53,2,Disagree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2752,2021,Female,Don't Know,Never Married,High School,48,2,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,About Right,Other,More than 89,YES
2753,2021,Female,1970-1979,Married,Graduate,66,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working part time,20-29,Inapplicable
2754,2021,Female,1950-1959,Separated,High School,35,1,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
2756,2021,Female,Don't Know,Never Married,Associate/Junior College,32,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working part time,10-19,Inapplicable
2757,2021,Male,1930-1939,Never Married,High School,45,0,Agree,Disagree,Disagree,Agree,Too Little,Keeping house,More than 89,YES
2758,2021,Female,1980-1989,Married,Less than High School,31,3,Strongly Disagree,Agree,Disagree,Agree,About Right,Keeping house,More than 89,YES
2759,2021,Female,1970-1979,Never Married,Graduate,57,0,Agree,Disagree,Disagree,Disagree,About Right,Working full time,40-49,Inapplicable
2760,2021,Male,1940-1949,Married,Associate/Junior College,56,2,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
2761,2021,Male,1950-1959,Married,Bachelors,43,0,Disagree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2762,2021,Male,1950-1959,Divorced,High School,50,2,NA,NA,NA,NA,About Right,Working full time,50-59,Inapplicable
2763,2021,Female,1980-1989,Divorced,High School,39,2,Agree,Strongly Disagree,Disagree,Agree,Too Little,Keeping house,More than 89,YES
2764,2021,Female,1980-1989,Married,High School,31,2,NA,NA,NA,NA,About Right,Keeping house,More than 89,YES
2766,2021,Female,1950-1959,Married,High School,47,1,Disagree,Strongly Agree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,20-29,Inapplicable
2767,2021,Female,1940-1949,Married,Less than High School,31,2,Strongly Agree,Disagree,Disagree,Disagree,Too Little,Retired,More than 89,YES
2769,2021,Male,1940-1949,Married,High School,72,2,Agree,Disagree,Strongly Disagree,Agree,Too Much,Retired,More than 89,YES
2771,2021,Female,1940-1949,Married,Bachelors,61,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Keeping house,More than 89,YES
2772,2021,Female,2000-2009,Never Married,High School,NA,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2773,2021,Male,Don't Know,Never Married,High School,NA,0,Disagree,Agree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2774,2021,Female,1970-1979,Married,Bachelors,66,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Much,Working full time,50-59,Inapplicable
2775,2021,Female,1950-1959,Divorced,High School,28,1,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2776,2021,Female,1980-1989,Married,Bachelors,41,0,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
2777,2021,Female,1970-1979,Married,Bachelors,55,4,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Keeping house,More than 89,YES
2778,2021,NA,Don't Know,Married,High School,38,6,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2779,2021,Female,1970-1979,Never Married,Less than High School,35,3,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2781,2021,Male,1990-1999,Never Married,High School,33,1,Agree,Disagree,Strongly Agree,Strongly Agree,About Right,Working part time,20-29,Inapplicable
2782,2021,Female,1950-1959,Married,Bachelors,62,3,Agree,Disagree,Disagree,Agree,About Right,Retired,More than 89,YES
2783,2021,Female,1970-1979,Divorced,High School,31,2,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Working part time,20-29,Inapplicable
2784,2021,Female,1950-1959,Divorced,High School,32,4,NA,NA,NA,NA,Too Little,Working full time,30-39,Inapplicable
2785,2021,Female,1970-1979,Married,Bachelors,53,2,Agree,Disagree,Disagree,Agree,About Right,Working full time,50-59,Inapplicable
2786,2021,Male,1940-1949,Married,High School,66,2,Disagree,Agree,Agree,Agree,About Right,Working full time,40-49,Inapplicable
2787,2021,Male,1930-1939,Widowed,Graduate,74,2,Disagree,Agree,Strongly Disagree,Agree,About Right,Retired,More than 89,YES
2790,2021,Male,1940-1949,Married,Graduate,75,2,NA,NA,NA,NA,About Right,Retired,More than 89,YES
2791,2021,Male,Don't Know,Never Married,High School,24,1,Disagree,NA,Agree,NA,About Right,Working full time,50-59,Inapplicable
2793,2021,Female,1950-1959,Never Married,High School,38,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,About Right,Working full time,40-49,Inapplicable
2794,2021,Female,1990-1999,Married,Bachelors,17,0,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2795,2021,Female,1950-1959,Never Married,Bachelors,65,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2796,2021,Male,1980-1989,Never Married,High School,32,0,NA,NA,NA,NA,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2797,2021,Female,1980-1989,Divorced,Less than High School,35,3,Agree,Agree,Agree,Agree,About Right,Working full time,40-49,Inapplicable
2798,2021,Female,1950-1959,Married,High School,27,3,NA,NA,NA,NA,About Right,Retired,More than 89,YES
2799,2021,Female,1970-1979,Married,Bachelors,45,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,About Right,Working full time,40-49,Inapplicable
2800,2021,Female,1960-1969,Divorced,Less than High School,32,2,NA,NA,NA,NA,About Right,Working full time,30-39,Inapplicable
2801,2021,Male,1970-1979,Never Married,High School,38,1,Strongly Disagree,Agree,Strongly Disagree,Agree,Too Little,Working full time,30-39,Inapplicable
2802,2021,Male,1960-1969,Married,High School,43,2,Strongly Agree,Strongly Disagree,Disagree,Agree,About Right,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2804,2021,Female,1950-1959,Never Married,Bachelors,58,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2805,2021,Male,1980-1989,Married,Graduate,80,1,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2806,2021,Male,1950-1959,Married,Graduate,64,2,Agree,Agree,Agree,Disagree,Too Little,Retired,More than 89,YES
2807,2021,Male,1990-1999,Never Married,Bachelors,64,0,Agree,Disagree,Disagree,Disagree,Too Little,Working full time,30-39,Inapplicable
2808,2021,Female,1970-1979,Never Married,Bachelors,31,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2809,2021,Male,Don't Know,Never Married,Bachelors,47,0,Agree,Disagree,Strongly Disagree,Agree,About Right,Working full time,50-59,Inapplicable
2810,2021,Female,1950-1959,Widowed,Associate/Junior College,40,4,Agree,Disagree,Strongly Disagree,Strongly Disagree,Too Little,Retired,More than 89,YES
2811,2021,Male,1960-1969,Married,Graduate,64,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2813,2021,Male,1980-1989,Married,High School,36,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2814,2021,Male,1950-1959,Married,High School,41,0,Disagree,Agree,Agree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2816,2021,Female,1990-1999,Never Married,Less than High School,28,2,Agree,Agree,Disagree,Agree,About Right,Keeping house,More than 89,YES
2817,2021,Male,1990-1999,Married,High School,42,0,NA,NA,NA,NA,Too Little,Working full time,30-39,Inapplicable
2818,2021,Male,1960-1969,Married,High School,40,2,Agree,Agree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2819,2021,Female,1950-1959,Divorced,Bachelors,54,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2820,2021,Female,1970-1979,Married,High School,48,2,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,50-59,Inapplicable
2821,2021,Female,1970-1979,Divorced,Associate/Junior College,42,3,Agree,Agree,Agree,Agree,Too Little,Keeping house,More than 89,YES
2822,2021,Female,1960-1969,Married,High School,46,3,Agree,Disagree,Disagree,Strongly Agree,Too Little,Working full time,50-59,Inapplicable
2823,2021,Female,1950-1959,Divorced,Associate/Junior College,53,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Other,More than 89,YES
2824,2021,Female,1970-1979,Married,Graduate,59,2,Strongly Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2825,2021,Male,1950-1959,Never Married,Bachelors,34,0,NA,NA,NA,NA,Too Much,Working part time,30-39,Inapplicable
2826,2021,Female,1930-1939,Married,High School,32,2,Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
2827,2021,Female,Don't Know,Married,Bachelors,63,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,About Right,Working full time,40-49,Inapplicable
2828,2021,Female,1980-1989,Divorced,Less than High School,28,NA,Strongly Agree,NA,Strongly Disagree,Neither Agree Nor Disagree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2829,2021,Female,1960-1969,Divorced,High School,38,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Other,More than 89,YES
2831,2021,Male,1940-1949,Widowed,High School,42,0,NA,NA,NA,NA,About Right,Retired,More than 89,YES
2832,2021,Female,1970-1979,Divorced,Associate/Junior College,47,1,Strongly Agree,Strongly Disagree,Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2833,2021,Female,Don't Know,Married,High School,48,3,Strongly Agree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,NA,Keeping house,More than 89,YES
2835,2021,Female,1960-1969,Divorced,Bachelors,49,0,Disagree,Agree,Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2836,2021,Male,1970-1979,Never Married,High School,35,0,Strongly Agree,Strongly Disagree,Disagree,Agree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2837,2021,Female,1960-1969,Divorced,High School,42,1,Disagree,Agree,Agree,Agree,Too Little,Working full time,40-49,Inapplicable
2838,2021,Female,1970-1979,Never Married,Bachelors,50,0,NA,NA,NA,NA,About Right,Working full time,40-49,Inapplicable
2839,2021,Female,1960-1969,Divorced,Associate/Junior College,47,3,Strongly Agree,Disagree,Disagree,Disagree,Too Little,Other,More than 89,YES
2840,2021,NA,Don't Know,Divorced,Graduate,66,1,NA,NA,NA,NA,Too Little,Retired,More than 89,YES
2841,2021,Male,1960-1969,Married,High School,49,2,NA,NA,NA,NA,Too Much,Working full time,40-49,Inapplicable
2842,2021,Female,1990-1999,Never Married,High School,NA,2,NA,NA,NA,NA,Too Little,Keeping house,More than 89,NO
2843,2021,Female,1970-1979,Never Married,Graduate,59,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2844,2021,Female,1980-1989,Married,Bachelors,32,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2845,2021,Female,1970-1979,Married,Less than High School,31,3,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
2846,2021,Male,1950-1959,Never Married,Bachelors,39,0,Disagree,Agree,Strongly Disagree,Agree,About Right,Retired,More than 89,YES
2847,2021,Female,1940-1949,Widowed,Bachelors,61,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Too Little,Retired,More than 89,YES
2848,2021,Female,1960-1969,Married,Bachelors,52,0,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2849,2021,Male,1950-1959,Never Married,Graduate,54,2,Agree,Agree,Disagree,Agree,Too Little,Retired,More than 89,YES
2850,2021,Female,1960-1969,Never Married,Bachelors,65,0,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Other,More than 89,YES
2852,2021,Male,1950-1959,Never Married,Bachelors,31,0,Disagree,Agree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2853,2021,Female,1950-1959,Divorced,Associate/Junior College,48,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2854,2021,Female,Don't Know,Married,High School,35,0,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Too Little,Working part time,20-29,Inapplicable
2855,2021,Female,1940-1949,Divorced,High School,24,3,NA,NA,NA,NA,Too Much,Retired,More than 89,YES
2857,2021,Male,1970-1979,Widowed,Bachelors,59,2,NA,NA,NA,NA,About Right,Working full time,50-59,Inapplicable
2858,2021,Male,1970-1979,Divorced,High School,63,1,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2859,2021,Female,1970-1979,Married,High School,52,2,Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2860,2021,Female,1960-1969,Divorced,High School,45,3,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Working full time,30-39,Inapplicable
2861,2021,NA,Don't Know,Married,High School,47,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Keeping house,More than 89,YES
2862,2021,Male,1940-1949,Divorced,Graduate,39,2,Strongly Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2864,2021,Female,1980-1989,Married,Bachelors,48,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,Working full time,40-49,Inapplicable
2865,2021,Female,1980-1989,Never Married,High School,34,1,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2866,2021,Female,1950-1959,Divorced,High School,49,2,NA,NA,NA,NA,Too Little,Working full time,60-69,Inapplicable
2867,2021,Male,1940-1949,Never Married,Bachelors,61,0,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2868,2021,Male,1970-1979,Never Married,High School,35,0,NA,NA,NA,NA,Too Much,No answer,More than 89,No answer
2869,2021,Female,1970-1979,Married,Bachelors,61,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,40-49,Inapplicable
2870,2021,Female,1970-1979,Married,Graduate,31,2,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,About Right,Working full time,50-59,Inapplicable
2871,2021,Female,1950-1959,Divorced,Less than High School,33,0,NA,NA,NA,NA,About Right,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2872,2021,Female,1960-1969,Married,Associate/Junior College,64,3,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Keeping house,More than 89,YES
2873,2021,Male,1980-1989,Married,Graduate,54,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2874,2021,Male,1950-1959,Married,Graduate,61,3,Agree,Agree,Disagree,Neither Agree Nor Disagree,About Right,Retired,More than 89,YES
2875,2021,Female,1990-1999,Married,Graduate,74,0,Strongly Agree,Agree,Strongly Disagree,Disagree,About Right,Working full time,20-29,Inapplicable
2876,2021,Female,1950-1959,Married,High School,30,2,Agree,Disagree,Disagree,Agree,Too Little,Working part time,10-19,Inapplicable
2877,2021,Male,1950-1959,Never Married,High School,49,0,Agree,Agree,Disagree,Strongly Agree,Too Little,Retired,More than 89,YES
2878,2021,Female,1980-1989,Never Married,High School,32,3,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Too Little,"Unemployed, laid off, looking for work",More than 89,Inapplicable
2879,2021,Male,1930-1939,Widowed,Less than High School,27,3,Agree,Agree,Agree,Agree,Too Little,Retired,More than 89,YES
2880,2021,Female,1980-1989,Married,High School,41,1,Agree,Disagree,Disagree,Strongly Disagree,About Right,Working full time,40-49,Inapplicable
2881,2021,Male,1960-1969,Never Married,High School,20,0,Agree,Agree,Agree,Agree,Too Little,"With a job, but not at work because of temporary illness, vacation, strike",More than 89,Inapplicable
2882,2021,Male,1960-1969,Married,Bachelors,44,5,Strongly Agree,Agree,Strongly Agree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2883,2021,Female,1940-1949,Married,High School,32,2,Agree,Disagree,Disagree,Neither Agree Nor Disagree,About Right,Working part time,20-29,Inapplicable
2884,2021,Male,1960-1969,Married,Bachelors,37,1,Disagree,Agree,Agree,Neither Agree Nor Disagree,Too Much,Retired,More than 89,YES
2885,2021,Female,1960-1969,Divorced,High School,25,2,Strongly Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Other,More than 89,YES
2886,2021,Male,1970-1979,Married,Bachelors,52,2,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2887,2021,Female,1980-1989,Married,Bachelors,61,3,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,About Right,Working full time,50-59,Inapplicable
2888,2021,Female,1980-1989,Married,Graduate,51,2,NA,NA,NA,NA,Too Little,Working full time,40-49,Inapplicable
2889,2021,Male,1950-1959,Divorced,High School,43,1,Agree,Disagree,Strongly Disagree,Agree,Too Little,Retired,More than 89,YES
2891,2021,Male,Don't Know,Married,High School,43,1,Agree,Disagree,Disagree,Agree,About Right,Working full time,40-49,Inapplicable
2892,2021,Female,1980-1989,Never Married,Associate/Junior College,35,2,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Too Little,Working full time,10-19,Inapplicable
2893,2021,Male,1950-1959,Married,High School,64,3,Agree,Disagree,Strongly Disagree,Neither Agree Nor Disagree,Too Little,Working full time,40-49,Inapplicable
2895,2021,Female,1990-1999,Never Married,High School,NA,1,NA,NA,NA,NA,Too Little,Keeping house,More than 89,NO
2896,2021,Female,1950-1959,Married,High School,31,NA,Strongly Agree,Disagree,Agree,Neither Agree Nor Disagree,Too Little,Working part time,20-29,Inapplicable
2897,2021,Female,1970-1979,Married,Associate/Junior College,36,2,Agree,Disagree,Disagree,Agree,Too Little,Keeping house,More than 89,YES
2898,2021,Male,1970-1979,Married,High School,35,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Too Little,Working full time,40-49,Inapplicable
2900,2021,NA,Don't Know,Married,Bachelors,NA,1,Strongly Agree,Disagree,Disagree,Strongly Disagree,About Right,Working full time,40-49,Inapplicable
2901,2021,Female,1960-1969,Married,Graduate,39,1,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Too Little,Working full time,40-49,Inapplicable
2902,2021,Male,1960-1969,Divorced,Graduate,69,2,Strongly Agree,Disagree,Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2903,2021,Male,1990-1999,Never Married,High School,39,0,Strongly Agree,Disagree,Strongly Disagree,Agree,Too Little,Working full time,40-49,Inapplicable
2904,2021,Male,Don't Know,Married,High School,39,2,NA,NA,NA,NA,About Right,Working full time,60-69,Inapplicable
2905,2021,Male,1950-1959,Divorced,Graduate,46,1,Agree,Disagree,Disagree,Neither Agree Nor Disagree,Too Little,Retired,More than 89,YES
2906,2021,Female,1950-1959,Married,Bachelors,59,4,NA,NA,NA,NA,Too Little,Keeping house,More than 89,YES
2908,2021,Male,1970-1979,Divorced,Bachelors,48,2,Agree,Disagree,Agree,Agree,Too Little,Working full time,50-59,Inapplicable
2909,2021,Female,1990-1999,Never Married,Bachelors,59,0,NA,NA,NA,NA,Too Little,Working full time,50-59,Inapplicable
2910,2021,Female,1980-1989,Married,Graduate,48,3,Strongly Agree,Strongly Disagree,Disagree,Agree,About Right,Keeping house,More than 89,YES
